Pregunta,Opcion A,Opcion B,Opcion C,Opcion D,Respuesta Correcta,Explicacion,Referencia
"¿Qué función cumple el Interruptor General (IG) en una centralización de contadores?","Protege contra contactos indirectos.","Permite desconectar todo el edificio de la red eléctrica.","Controla la potencia contratada por cada usuario.","Protege individualmente cada derivación individual.","B","El IG es un elemento de maniobra y protección que permite el corte total del suministro al edificio ante perturbaciones o mantenimiento.","Interruptor General (IG): protecció contra pertorbacions de la xarxa, permet desconnectar tot l’edifici de la xarxa."
"¿Cuál es la caída de tensión máxima permitida para una Derivación Individual (DI) en caso de contadores centralizados?","0,5%.","1%.","1,5%.","5%.","B","El límite de caída de tensión para la DI varía si el contador está centralizado (1%) o si es suministro único (1,5%).","La caiguda de tensió percentual màxima que pot tenir la DI és del 1% en cas de comptadors centralitzats"
"¿Qué dispositivo de protección es el encargado de actuar contra contactos indirectos en la instalación interior?","Interruptor General Automático (IGA).","Pequeño Interruptor Automático (PIA).","Interruptor Diferencial.","Interruptor de Control de Potencia (ICP).","C","El diferencial detecta fugas de corriente a tierra, protegiendo a las personas de contactos indirectos.","Interruptor/s diferencial: per la protecció contra contactes indirectes"
"¿Qué parte de un interruptor magnetotérmico (PIA) protege específicamente contra cortocircuitos?","La parte térmica.","La parte magnética.","El disparador diferencial.","El contacto de neutro.","B","Los PIAs tienen dos protecciones: la térmica para sobrecargas y la magnética para cortocircuitos.","Interruptors magnetotèrmics (PIAs): (2) part magnètica  protegeix contra curtcircuits."
"¿Qué tipo de suministro complementario debe cubrir al menos el 15% de la potencia contratada del suministro normal?","Suministro de Reserva.","Suministro Duplicado.","Suministro de Socorro (Socors).","Suministro Ininterrumpido (SAI).","C","El REBT define tres tipos de suministros complementarios con porcentajes mínimos de potencia; el de socorro es el 15%.","De socors: potència mínima del 15% de la potència contractada en el subministrament normal."
"¿Cuánto tiempo tarda aproximadamente un grupo electrógeno en suministrar corriente tras un fallo del suministro normal?","Es instantáneo (sin microcortes).","Entre 5 y 15 segundos.","Entre 15 y 30 minutos.","Menos de 1 segundo.","B","A diferencia de los SAIs, los grupos electrógenos requieren un tiempo de arranque y estabilización.","Grup electrògen: Triga entre 5 i 15 segons en subministrar corrent en cas de fallada del subministrament normal."
"¿Para qué tipo de instalaciones es obligatorio instalar un suministro complementario según la ITC-BT-28?","Edificios de viviendas de más de 10 plantas.","Locales de pública concurrencia.","Instalaciones industriales con potencia > 100 kW.","Cualquier edificio con ascensor.","B","La normativa obliga a disponer de fuentes alternativas en lugares donde se concentre público por seguridad.","Obligatori en locals de pública concurrència (ITC-BT-28)."
"¿Cuál es la autonomía aproximada para la que se suele dimensionar un Sistema de Alimentación Ininterrumpida (SAI)?","De 5 a 15 segundos.","De 15 a 30 minutos.","De 2 a 4 horas.","Toda la jornada laboral.","B","Los SAIs están diseñados para cubrir microcortes o permitir un apagado controlado, no para suministros prolongados.","Un SAI... es sol dimensionar per una autonomia aproximada d’entre 15 i 30 minuts."
"¿Qué material conductor se prefiere para instalaciones interiores debido a su mejor conductividad?","Aluminio.","Cobre.","Acero galvanizado.","PVC.","B","El cobre es el mejor conductor para interiores, mientras que el aluminio se usa en redes de calle por economía.","Cu: per instal·lacions interiors; millor conductor."
"¿Qué tipo de aislamiento de cable soporta mayores temperaturas de trabajo?","PVC (Policloruro de vinilo).","XLPE (Polietileno reticulado).","Goma natural.","Aislamiento mineral.","B","El XLPE tiene mejores propiedades térmicas que el PVC, permitiendo mayores intensidades.","XLPE (polietilè reticulat): aguanta més Tª"
"¿Qué característica adicional debe tener un cable destinado a 'Usos críticos PCI' (Protección Contra Incendios)?","No desprender gases tóxicos.","No gotear en caso de combustión.","Ser resistente al fuego (mantener integridad).","Tener una sección mínima de 50 mm².","C","Para usos críticos de seguridad contra incendios, el cable no solo debe reaccionar bien al fuego, sino resistirlo para seguir funcionando.","Usos crítics PCI: A més, resistent al foc"
"¿Cuál es el límite de caída de tensión permitido para líneas de alumbrado según el REBT?","1%.","3%.","5%.","0,5%.","B","El dimensionado por caída de tensión es más estricto en alumbrado (3%) que en fuerza (5%).","Dimensionat per caiguda de tensió: 3% en línies d’enllumenat."
"¿Qué tipo de canalización eléctrica se recomienda para instalaciones industriales o por motivos estéticos?","Tubos rígidos de plástico (PVC).","Tubos rígidos metálicos (acero galvanizado).","Tubos flexibles de plástico.","Canaletas de PVC.","B","Los tubos metálicos ofrecen una protección mecánica superior necesaria en entornos industriales.","Tubs rígids metàl·lics (acer galvanitzat): doten a la instal·lació d’un grau de protecció superior (instal·lacions industrials)."
"¿Qué ventaja ofrecen las canales protectoras ('canaletas') en oficinas y aulas?","Permiten la instalación de mecanismos como tomas de corriente e informática.","Soportan cables de gran sección (>50mm2).","Son obligatorias para la Línea General de Alimentación.","No requieren separaciones internas para cables de datos.","A","Las canaletas facilitan la distribución de servicios y la integración de enchufes y conectores de red.","Canals protectores (“canaletes”): Permeten la instal·lació de mecanismes (presses de corrent, presses telefòniques i informàtiques)."
"¿Cómo se realiza habitualmente la entrada y salida de cables en cuadros eléctricos de grandes dimensiones?","Entrada por la parte superior y salida por la inferior.","Entrada por la parte inferior y salida por la superior.","Ambas por la parte frontal.","Ambas por la parte superior exclusivamente.","B","Por diseño y organización, los cuadros grandes suelen recibir la alimentación por abajo y distribuir hacia arriba.","Quadres de grans dimensions: L’entrada de la línia d’alimentació sol ser per la part inferior i les sortides per la part superior."
"¿Qué dispositivo permite realizar la operación de encendido/apagado desde dos o más puntos diferentes?","Interruptor simple.","Conmutador.","Pulsador.","Contactor.","B","A diferencia del interruptor, el conmutador está diseñado para circuitos con múltiples puntos de control.","Commutadors: són interruptors, però permeten realitzar la operació des de dos o més punts diferents."
"¿Cuál es el principal efecto de una sobrecarga en un conductor eléctrico?","Generación instantánea de un arco eléctrico.","Elevación de la temperatura del conductor.","Inversión de la polaridad del circuito.","Activación inmediata del disparador magnético.","B","La sobrecarga aumenta la temperatura, lo que puede destruir el aislamiento si se mantiene en el tiempo.","Principal efecte de les sobrecàrregues sobre la instal·lació  elevació de la temperatura del conductor"
"¿Cómo se define técnicamente un cortocircuito según el documento?","Contacto accidental de una persona con una fase.","Conexión entre dos puntos con diferencia de potencial (fases o fase-neutro).","Uso de más receptores de los previstos en la instalación.","Fallo en la toma de tierra del edificio.","B","El cortocircuito implica una unión directa de baja impedancia entre conductores activos.","Curtcircuit elèctric  connexió entre dos punts amb diferència de potencial (dos fases o fase-neutro)."
"¿Qué margen de actuación electromagnética (marge superior) tiene un interruptor magnetotérmico de Curva C?","5 In.","10 In.","20 In.","8 In.","B","La Curva C, de uso general, actúa instantáneamente entre 5 y 10 veces la intensidad nominal.","Corba C: Marge superior (t<0,1s) 10 In"
"¿Para qué tipo de cargas se recomienda el uso de interruptores magnetotérmicos de Curva D?","Líneas muy largas.","Uso general en viviendas.","Intensidades elevadas de arranque, como motores.","Control de potencia (ICP).","C","La Curva D permite picos de corriente más altos sin disparar, ideal para el arranque de motores.","Corba D: Per a intensitats elevades (motors)"
"¿Cuál es la sensibilidad más usual de un interruptor diferencial para la protección de personas en viviendas?","10 mA.","30 mA.","300 mA.","1 A.","B","Aunque existen varias sensibilidades, 30mA es el estándar para protección de alta sensibilidad contra contactos directos/indirectos.","Les sensibilitats més usual són 30 i 300 mA. (Nota: 30mA es la estándar para personas)"
"¿Cómo se realiza la protección diferencial en circuitos con intensidades superiores a 100A?","No es necesaria la protección diferencial por encima de 100A.","Mediante un transformador toroidal conectado a un relé diferencial.","Usando tres diferenciales de 40A en paralelo.","Aumentando la sección del cable de tierra exclusivamente.","B","Debido a limitaciones constructivas, para grandes corrientes se usan elementos externos que actúan sobre el automático.","Per damunt de 100A... es realitza mitjançant un transformador toroïdal connectat a un relé diferencial"
"¿Qué elemento de la instalación interior ha sido sustituido funcionalmente por los nuevos 'contadores inteligentes'?","El Interruptor General Automático (IGA).","El Interruptor de Control de Potencia (ICP).","El Interruptor Diferencial.","Los Pequeños Interruptores Automáticos (PIAs).","B","Los contadores digitales actuales integran la función de limitación de potencia que antes hacía el ICP físico.","En instal·lacions antigues hi havia l’ICP... La seva funció ara la fan els comptadors intel·ligents"
"¿Qué componente de la centralización de contadores contiene los fusibles de protección de las Derivaciones Individuales?","El Interruptor General (IG).","El Embarrado.","La Regleta de conexión.","El propio contador.","B","El embarrado distribuye la energía a cada usuario y protege cada línea con fusibles.","Embarrat (amb fusibles de protecció de les DI)"
"¿Cuál es la sección máxima aproximada permitida para cables multipolares según el texto?","16 mm².","50 mm².","240 mm².","10 mm².","B","Los cables multipolares tienen una limitación física de sección para mantener la manejabilidad.","Multipolars: el cable porta més d’un conductor. Limitació secció màxima (approx 50mm2)."
"¿Qué tipo de suministro complementario requiere una potencia superior al 50% de la contratada en el normal?","Socorro.","Reserva.","Duplicado.","SAI.","C","El suministro duplicado es el que ofrece mayor capacidad de respaldo.","- Duplicat: potència superior al 50%."
"¿Qué característica define a un cable de tipo RZ1?","Es un cable de aluminio para alta tensión.","No propagador de incendios y de baja emisión de humos.","Es un cable unipolar de 450/750V.","Es un cable diseñado exclusivamente para enterrar.","B","La denominación RZ1 se asocia a cables con seguridad aumentada frente al fuego (LSZH).","Tipus de cable (no propagador d’incendis i de baixa emissivitat de fums (RZ1))."
"¿Qué sucede si un interruptor magnetotérmico tiene un Poder de Corte (Pdt) inferior a la intensidad de cortocircuito máxima (Icc,max)?","El interruptor funcionará correctamente pero más lento.","El interruptor puede destruirse al intentar cortar la corriente.","Se activará el interruptor diferencial por seguridad.","No pasará nada, el Pdt no es un factor crítico.","B","El Pdt debe ser siempre superior a la corriente de fallo previsible para asegurar que el equipo pueda abrir el circuito de forma segura.","Poder de tall de l’interruptor (Pdt): ha de ser superior a la màxima intensitat de curtcircuit (Icc,max)"
"¿Cuál es el número de polos posible para un interruptor diferencial según el documento?","1, 2, 3 o 4 polos.","2 polos o 4 polos.","Solo 4 polos (trifásico).","1 polo + Neutro únicamente.","B","Los diferenciales se fabrican para sistemas monofásicos (2 polos) o trifásicos (4 polos).","Els interruptors diferencials Es defineixen per: • Nº de pols: 2 pols o 4 pols."
"¿Qué elemento se utiliza para alojar el aparellaje en cuadros eléctricos de pequeñas dimensiones?","Embarrados de cobre macizo.","Carriles metálicos (carriles DIN).","Placas de montaje de madera.","Soportes cerámicos.","B","El carril DIN es el estándar de montaje para elementos modulares en cuadros pequeños.","Quadres de petites dimensions... L’aparellatge s’instal·la sobre uns carrils metàl·lics (carrils DIN)"
"¿Qué tipo de tubo protector se utiliza para instalaciones empotradas en paramentos o falsos techos?","Tubos rígidos de PVC.","Tubos flexibles plásticos.","Tubos de acero galvanizado.","Canales metálicas.","B","La flexibilidad es clave para instalaciones que deben adaptarse a la estructura del edificio.","Tubs flexibles plàstics: per instal·lacions encastades en paraments, soterrades o en fals sostre."
"¿Qué información proporciona la ITC-BT-19 del REBT respecto a los conductores?","Las caídas de tensión máximas.","Las intensidades admisibles según el tipo de instalación y aislamiento.","Los colores obligatorios de los cables.","El precio de mercado del cobre y aluminio.","B","Esta instrucción técnica es fundamental para el cálculo de secciones por calentamiento.","Les intensitats admissibles dels conductors es poden obtenir a la ITC-BT-19 del REBT"
"¿Cuál es el margen inferior de actuación de un magnetotérmico de Curva B?","1,13 In.","3 In.","5 In.","10 In.","B","La Curva B es la más sensible para protección magnética, empezando su rango de disparo rápido a 3 veces la nominal.","Corba B: Marge inferior (t>0,1s) 3 In"
"¿Qué componente de la instalación de enlace conecta la CGP con la centralización de contadores?","La acometida (escomesa).","La Línea General de Alimentación (LGA).","La Derivación Individual (DI).","El Interruptor General Automático (IGA).","B","La LGA es el tramo común que alimenta a todos los contadores desde la protección general.","Línia general d’alimentació (LGA): Conductor que enllaça la CGP amb la centralització de comptadors"
"¿Qué tipo de suministro complementario debe cubrir al menos el 25% de la potencia contratada?","Socorro.","Reserva.","Duplicado.","SAI.","B","El suministro de reserva tiene un requisito de potencia intermedia entre el de socorro y el duplicado.","- De reserva: potència mínima del 25%."
"¿Qué material se utiliza habitualmente para las canales protectoras en oficinas?","Hormigón.","Plástico (PVC) o metálicas (aluminio).","Madera tratada.","Solo acero inoxidable.","B","Se busca ligereza y facilidad de montaje, además de estética.","Canals protectoras... Poden ser de material plàstic (PVC), o metàl·liques (normalment d’alumini)."
"¿Qué define a un 'contacto indirecto' según el texto?","Tocar directamente un cable pelado con tensión.","Contacto con un elemento metálico que está en tensión por un fallo.","Unión de dos fases por error de conexión.","Fallo en el aislamiento entre fase y neutro.","B","El contacto indirecto ocurre cuando una parte metálica que normalmente no debería tener tensión, la adquiere por un defecto.","Contactes indirectes: Es produeixen pel contacte amb un element metàl·lic de la instal·lació que, degut a una fallada, està en tensió."
"¿Cuál es la función de la 'cubierta' en un conductor eléctrico?","Aislar el conductor de contactos externos.","Proporcionar seguridad eléctrica y protección mecánica al cable.","Aumentar la conductividad del cobre.","Indicar la caída de tensión de la línea.","B","Mientras el aislamiento es la capa primaria, la cubierta es la protección exterior del conjunto.","Coberta: proporciona seguretat elèctrica i protecció al cable."
"¿Qué elemento se requiere obligatoriamente para el funcionamiento de los pulsadores en un cuadro eléctrico?","Un interruptor diferencial de alta sensibilidad.","Un contactor.","Un transformador de tensión.","Un fusible de 16A.","B","Los pulsadores envían una señal momentánea que necesita un elemento de autorretención o maniobra como el contactor.","Polsadors... normalment requereixen la instal·lació d’un contactor en el quadre."
